PlayerID,PlayerName,birthDate,birthPlace,draft_pick,draft_round,draft_year,college,height,weight,shoots,position
1105,Luther Head,"November 26, 1982",USA,24th overall,1st round,2005,University of Illinois at Urbana-Champaign,6-3,185lb,Right,Point Guard and Shooting Guard
1106,Lynn Greer,"October 23, 1979",USA,,,,Temple University,6-2,175lb,Left,Shooting Guard
1107,Maalik Wayns,"May 2, 1991",USA,,,,Villanova University,6-2,200lb,Right,Point Guard
1108,Maceo Baston,"May 29, 1975",USA,58th overall,2nd round,1998,University of Michigan,6-9,215lb,Right,Power Forward
1109,Maciej Lampe,"February 5, 1985",Poland,30th overall,2nd round,2003,,6-11,275lb,Right,Center
1110,Mahmoud Abdul-Rauf,"March 9, 1969",USA,3rd overall,1st round,1990,Louisiana State University,6-1,162lb,Right,Point Guard
1111,Malachi Richardson,"January 5, 1996",USA,22nd overall,1st round,2016,Syracuse University,6-6,205lb,Right,Shooting Guard
1112,Malcolm Brogdon,"December 11, 1992",USA,36th overall,2nd round,2016,University of Virginia,6-5,229lb,Right,Shooting Guard and Point Guard
1113,Malcolm Delaney,"March 11, 1989",USA,,,,Virginia Polytechnic Institute and State University,6-3,190lb,Right,Point Guard
1114,Malcolm Lee,"May 22, 1990",USA,43rd overall,2nd round,2011,"University of California, Los Angeles",6-5,200lb,Right,Shooting Guard
1115,Malcolm Thomas,"November 8, 1988",USA,,,,"Pepperdine University, San Diego State University",6-9,225lb,Right,Power Forward
1116,Malik Allen,"June 27, 1978",USA,,,,Villanova University,6-10,255lb,Right,Power Forward
1117,Malik Beasley,"November 26, 1996",USA,19th overall,1st round,2016,Florida State University,6-5,195lb,Right,Shooting Guard
1118,Malik Hairston,"February 23, 1987",USA,48th overall,2nd round,2008,University of Oregon,6-6,220lb,Right,Shooting Guard
1119,Malik Monk,"February 4, 1998",USA,11th overall,1st round,2017,University of Kentucky,6-3,200lb,Right,Shooting Guard
1120,Malik Rose,"November 23, 1974",USA,44th overall,2nd round,1996,Drexel University,6-7,250lb,Right,Small Forward and Power Forward
1121,Malik Sealy,"February 1, 1970",USA,14th overall,1st round,1992,St. John's University,6-8,190lb,Right,Small Forward and Shooting Guard
1122,Manny Harris,"September 21, 1989",USA,,,,University of Michigan,6-5,185lb,Right,Shooting Guard
1123,Manu Ginobili,"July 28, 1977",Argentina,57th overall,2nd round,1999,,6-6,205lb,Left,Shooting Guard
1124,MarShon Brooks,"January 26, 1989",USA,25th overall,1st round,2011,Providence College,6-5,200lb,Right,Shooting Guard
1125,Marc Gasol,"January 29, 1985",Spain,48th overall,2nd round,2007,,7-1,255lb,Right,Center
1126,Marc Jackson,"January 16, 1975",USA,37th overall,2nd round,1997,"Virginia Commonwealth University, Temple University",6-10,270lb,Right,Power Forward and Center
1127,Marcelo Huertas,"May 25, 1983",Brazil,,,,,6-3,200lb,Right,Point Guard
1128,Marcin Gortat,"February 17, 1984",Poland,57th overall,2nd round,2005,,6-11,240lb,Right,Power Forward and Center
1129,Marco Belinelli,"March 25, 1986",Italy,18th overall,1st round,2007,,6-5,210lb,Right,Shooting Guard and Small Forward
1130,Marcus Banks,"November 19, 1981",USA,13th overall,1st round,2003,"University of Nevada, Las Vegas",6-2,200lb,Right,Point Guard
1131,Marcus Brown,"April 3, 1974",USA,46th overall,2nd round,1996,Murray State University,6-3,185lb,Right,Point Guard and Shooting Guard
1132,Marcus Camby,"March 22, 1974",USA,2nd overall,1st round,1996,University of Massachusetts Amherst,6-11,220lb,Right,Center and Power Forward
1133,Marcus Fizer,"August 10, 1978",USA,4th overall,1st round,2000,Iowa State University,6-9,262lb,Right,Small Forward and Power Forward
1134,Marcus Georges-Hunt,"March 28, 1994",USA,,,,Georgia Institute of Technology,6-5,216lb,Right,Shooting Guard
1135,Marcus Haislip,"December 22, 1980",USA,13th overall,1st round,2002,University of Tennessee,6-10,230lb,Right,Power Forward and Small Forward
1136,Marcus Landry,"November 1, 1985",USA,,,,University of Wisconsin,6-7,230lb,Right,Small Forward
1137,Marcus Morris,"September 2, 1989",USA,14th overall,1st round,2011,University of Kansas,6-9,235lb,Right,Small Forward and Power Forward
1138,Marcus Smart,"March 6, 1994",USA,6th overall,1st round,2014,Oklahoma State University,6-4,220lb,Right,Shooting Guard and Point Guard
1139,Marcus Thornton,"June 5, 1987",USA,43rd overall,2nd round,2009,Louisiana State University,6-4,205lb,Right,Shooting Guard
1140,Marcus Vinicius,"May 31, 1984",Brazil,43rd overall,2nd round,2006,,6-8,225lb,Right,Small Forward
1142,Mardy Collins,"August 4, 1984",USA,29th overall,1st round,2006,Temple University,6-6,220lb,Right,Shooting Guard and Point Guard and Small Forward
1143,Mario Bennett,"August 1, 1973",USA,27th overall,1st round,1995,Arizona State University,6-6,235lb,Right,Power Forward and Small Forward
1144,Mario Chalmers,"May 19, 1986",USA,34th overall,2nd round,2008,University of Kansas,6-2,190lb,Right,Point Guard
1145,Mario Elie,"November 26, 1963",USA,160th overall,7th round,1985,American International College,6-5,210lb,Right,Shooting Guard and Small Forward
1146,Mario Hezonja,"February 25, 1995",Croatia,5th overall,1st round,2015,,6-8,225lb,Right,Small Forward
1147,Mario Kasun,"April 5, 1980",Croatia,41st overall,2nd round,2002,,7-1,260lb,Right,Center
1148,Mario West,"June 19, 1984",USA,,,,Georgia Institute of Technology,6-5,210lb,Right,Shooting Guard
1149,Mark Blount,"November 30, 1975",USA,54th overall,2nd round,1997,University of Pittsburgh,7-0,230lb,Right,Center
1150,Mark Bradtke,"September 27, 1968",Australia,,,,,6-10,265lb,Right,Center
1151,Mark Bryant,"April 25, 1965",USA,21st overall,1st round,1988,Seton Hall University,6-9,245lb,Right,Power Forward and Center
1153,Mark Hendrickson,"June 23, 1974",USA,31st overall,2nd round,1996,Washington State University,6-9,220lb,Left,Power Forward
1154,Mark Jackson,"April 1, 1965",USA,18th overall,1st round,1987,St. John's University,6-1,180lb,Right,Point Guard
1155,Mark Madsen,"January 28, 1976",USA,29th overall,1st round,2000,Stanford University,6-9,240lb,Right,Center and Power Forward
1156,Mark Pope,"September 11, 1972",USA,52nd overall,2nd round,1996,"University of Washington, University of Kentucky",6-10,235lb,Right,Small Forward and Power Forward
1157,Mark Price,"February 15, 1964",USA,25th overall,2nd round,1986,Georgia Institute of Technology,6-0,170lb,Right,Point Guard
1158,Mark Strickland,"July 14, 1970",USA,,,,Temple University,6-9,210lb,Right,Power Forward and Small Forward
1159,Mark West,"November 5, 1960",USA,30th overall,2nd round,1983,Old Dominion University,6-10,230lb,Right,Center
1160,Markelle Fultz,"May 29, 1998",USA,1st overall,1st round,2017,University of Washington,6-4,200lb,Right,Shooting Guard
1161,Markieff Morris,"September 2, 1989",USA,13th overall,1st round,2011,University of Kansas,6-10,245lb,Right,Power Forward
1162,Marko Jaric,"October 12, 1978",Serbia,30th overall,2nd round,2000,,6-7,198lb,Right,Shooting Guard and Small Forward and Point Guard
1163,Marko Milic,"May 7, 1977",Slovenia,33rd overall,2nd round,1997,,6-6,235lb,Right,Shooting Guard and Small Forward
1164,Marlon Garnett,"July 3, 1975",USA,,,,Santa Clara University,6-2,186lb,Right,Point Guard
1165,Marquese Chriss,"July 2, 1997",USA,8th overall,1st round,2016,University of Washington,6-10,240lb,Right,Power Forward
1166,Marquis Daniels,"January 7, 1981",USA,,,,Auburn University,6-6,200lb,Right,Shooting Guard and Small Forward
1167,Marquis Teague,"February 28, 1993",USA,29th overall,1st round,2012,University of Kentucky,6-2,189lb,Right,Point Guard and Shooting Guard
1168,Marreese Speights,"August 4, 1987",USA,16th overall,1st round,2008,University of Florida,6-10,255lb,Right,Power Forward and Center
1169,Martell Webster,"December 4, 1986",USA,6th overall,1st round,2005,,6-7,230lb,Right,Small Forward
1170,Martin Muursepp,"September 26, 1974",Estonia,25th overall,1st round,1996,,6-9,235lb,Right,Power Forward
1171,Marty Conlon,"January 19, 1968",USA,,,,Providence College,6-10,224lb,Right,Center
1172,Martynas Andriuskevicius,"March 12, 1986",Lithuania,44th overall,2nd round,2005,,7-2,240lb,Right,Center
1173,Marvin Williams,"June 19, 1986",USA,2nd overall,1st round,2005,University of North Carolina,6-9,237lb,Right,Power Forward and Small Forward
1174,Mason Plumlee,"March 5, 1990",USA,22nd overall,1st round,2013,Duke University,6-11,235lb,Right,Center
1175,Mateen Cleaves,"September 7, 1977",USA,14th overall,1st round,2000,Michigan State University,6-2,205lb,Right,Point Guard
1176,Matt Barnes,"March 9, 1980",USA,46th overall,2nd round,2002,"University of California, Los Angeles",6-7,226lb,Right,Small Forward and Power Forward
1177,Matt Bonner,"April 5, 1980",USA,45th overall,2nd round,2003,University of Florida,6-10,235lb,Right,Power Forward and Center
1178,Matt Bullard,"June 5, 1967",USA,,,,"University of Colorado, University of Iowa",6-10,215lb,Right,Small Forward and Power Forward
1179,Matt Carroll,"August 28, 1980",USA,,,,University of Notre Dame,6-6,212lb,Right,Shooting Guard
1180,Matt Fish,"November 18, 1969",USA,50th overall,2nd round,1992,University of North Carolina at Wilmington,6-11,235lb,Left,Center
1181,Matt Freije,"October 2, 1981",USA,53rd overall,2nd round,2004,Vanderbilt University,6-10,240lb,Right,Power Forward
1182,Matt Geiger,"September 10, 1969",USA,42nd overall,2nd round,1992,"Auburn University, Georgia Institute of Technology",7-0,243lb,Right,Center
1183,Matt Harpring,"May 31, 1976",USA,15th overall,1st round,1998,Georgia Institute of Technology,6-7,231lb,Right,Shooting Guard and Small Forward
1184,Matt Maloney,"December 6, 1971",USA,,,,"Vanderbilt University, University of Pennsylvania",6-3,192lb,Right,Point Guard
1185,Matt Walsh,"December 2, 1982",USA,,,,University of Florida,6-6,205lb,Right,Shooting Guard
1186,Matthew Dellavedova,"September 8, 1990",Australia,,,,Saint Mary's College of California,6-4,200lb,Right,Point Guard and Shooting Guard
1187,Maurice Ager,"February 9, 1984",USA,28th overall,1st round,2006,Michigan State University,6-5,202lb,Right,Shooting Guard
1188,Maurice Evans,"November 8, 1978",USA,,,,"Wichita State University, University of Texas at Austin",6-5,220lb,Right,Shooting Guard and Small Forward
1189,Maurice Harkless,"May 11, 1993",USA,15th overall,1st round,2012,St. John's University,6-9,220lb,Right,Small Forward
1190,Maurice Ndour,"June 18, 1992",Senegal,,,,Ohio University,6-9,200lb,Right,Power Forward
1191,Maurice Taylor,"October 30, 1976",USA,14th overall,1st round,1997,University of Michigan,6-9,260lb,Right,Small Forward and Center and Power Forward
1192,Maxi Kleber,"January 29, 1992",Germany,,,,,6-11,240lb,Right,Power Forward
1193,Mehmet Okur,"May 26, 1979",Turkey,38th overall,2nd round,2001,,6-11,249lb,Right,Power Forward and Center
1194,Melvin Ely,"May 2, 1978",USA,12th overall,1st round,2002,"California State University, Fresno",6-10,260lb,Right,Power Forward and Center
1195,Melvin Sanders,"January 3, 1981",USA,,,,"Seward County Community College, Oklahoma State University",6-5,210lb,Right,Shooting Guard
1196,Mengke Bateer,"November 20, 1975",China,,,,,6-11,290lb,Right,Center
1197,Metta World Peace,"November 13, 1979",USA,16th overall,1st round,1999,St. John's University,6-6,260lb,Right,Small Forward
1198,Meyers Leonard,"February 27, 1992",USA,11th overall,1st round,2012,University of Illinois at Urbana-Champaign,7-1,255lb,Right,Power Forward and Center
1199,Michael Beasley,"January 9, 1989",USA,2nd overall,1st round,2008,Kansas State University,6-9,235lb,Left,Power Forward and Small Forward
1200,Michael Bradley,"April 18, 1979",USA,17th overall,1st round,2001,"University of Kentucky, Villanova University",6-10,245lb,Right,Power Forward and Center
1201,Michael Cage,"January 28, 1962",USA,14th overall,1st round,1984,San Diego State University,6-9,224lb,Left,Center and Power Forward
1202,Michael Carter-Williams,"October 10, 1991",USA,11th overall,1st round,2013,Syracuse University,6-6,190lb,Right,Point Guard
1203,Michael Curry,"August 22, 1968",USA,,,,Georgia Southern University,6-5,210lb,Right,Small Forward and Shooting Guard
1204,Michael Dickerson,"June 25, 1975",USA,14th overall,1st round,1998,University of Arizona,6-5,190lb,Right,Shooting Guard
1205,Michael Doleac,"June 15, 1977",USA,12th overall,1st round,1998,University of Utah,6-11,262lb,Right,Center
1206,Michael Finley,"March 6, 1973",USA,21st overall,1st round,1995,University of Wisconsin,6-7,215lb,Right,Small Forward and Shooting Guard
1207,Michael Gbinije,"June 5, 1992",USA,49th overall,2nd round,2016,"Duke University, Syracuse University",6-7,200lb,Right,Shooting Guard
1208,Michael Hawkins,"October 28, 1972",USA,,,,Xavier University,6-0,178lb,Right,Point Guard
1209,Michael Jordan,"February 17, 1963",USA,3rd overall,1st round,1984,University of North Carolina,6-6,195lb,Right,Small Forward and Shooting Guard
1210,Michael Kidd-Gilchrist,"September 26, 1993",USA,2nd overall,1st round,2012,University of Kentucky,6-7,232lb,Right,Small Forward and Power Forward
1211,Michael Olowokandi,"April 3, 1975",Nigeria,1st overall,1st round,1998,University of the Pacific,7-0,269lb,Right,Center
1212,Michael Redd,"August 24, 1979",USA,43rd overall,2nd round,2000,Ohio State University,6-6,220lb,Left,Shooting Guard and Small Forward
1213,Michael Ruffin,"January 21, 1977",USA,32nd overall,2nd round,1999,University of Tulsa,6-9,246lb,Right,Center and Power Forward
1215,Michael Stewart,"April 25, 1975",France,,,,University of California,6-10,230lb,Right,Power Forward and Center
1216,Micheal Williams,"July 23, 1966",USA,48th overall,2nd round,1988,Baylor University,6-2,175lb,Right,Point Guard
1217,Mickael Gelabale,"May 22, 1983",Guadeloupe,48th overall,2nd round,2005,,6-7,215lb,Right,Shooting Guard and Small Forward
1218,Mickael Pietrus,"February 7, 1982",Guadeloupe,11th overall,1st round,2003,,6-6,215lb,Right,Point Guard and Small Forward and Shooting Guard
1219,Mickell Gladness,"July 26, 1986",USA,,,,Alabama A&M University,6-11,220lb,Right,Power Forward
1220,Mike Batiste,"November 21, 1977",USA,,,,Arizona State University,6-8,225lb,Right,Power Forward
1221,Mike Bibby,"May 13, 1978",USA,2nd overall,1st round,1998,University of Arizona,6-1,190lb,Right,Point Guard
1222,Mike Conley,"October 11, 1987",USA,4th overall,1st round,2007,Ohio State University,6-1,175lb,Left,Point Guard
1224,Mike Hall,"June 5, 1984",USA,,,,George Washington University,6-8,230lb,Right,Small Forward
1225,Mike Harris,"June 15, 1983",USA,,,,Rice University,6-6,240lb,Right,Power Forward
1227,Mike Miller,"February 19, 1980",USA,5th overall,1st round,2000,University of Florida,6-8,218lb,Right,Shooting Guard and Small Forward
1228,Mike Muscala,"July 1, 1991",USA,44th overall,2nd round,2013,Bucknell University,6-11,240lb,Right,Power Forward and Center
1229,Mike Penberthy,"November 29, 1974",USA,,,,Master's College,6-3,185lb,Right,Point Guard
1230,Mike Scott,"July 16, 1988",USA,43rd overall,2nd round,2012,University of Virginia,6-8,237lb,Right,Power Forward
1231,Mike Smith,"April 15, 1976",USA,35th overall,2nd round,2000,University of Louisiana at Monroe,6-8,195lb,Right,Small Forward
1232,Mike Taylor,"January 21, 1986",USA,55th overall,2nd round,2008,Iowa State University,6-2,165lb,Right,Point Guard
1233,Mike Tobey,"October 10, 1994",USA,,,,University of Virginia,7-0,260lb,Right,Center
1234,Mike Wilks,"May 7, 1979",USA,,,,Rice University,5-10,185lb,Right,Point Guard and Shooting Guard
1235,Mikki Moore,"November 4, 1975",USA,,,,University of Nebraska,6-11,225lb,Right,Center and Power Forward
1236,Mile Ilic,"June 2, 1984",Bosnia and Herzegovina,43rd overall,2nd round,2005,,7-1,230lb,Right,Center
1237,Miles Plumlee,"September 1, 1988",USA,26th overall,1st round,2012,Duke University,6-11,249lb,Right,Center
1238,Miles Simon,"November 21, 1975",Sweden,42nd overall,2nd round,1998,University of Arizona,6-3,202lb,Right,Shooting Guard
1239,Milos Teodosic,"March 19, 1987",Serbia,,,,,6-5,196lb,Right,Point Guard
1240,Milt Palacio,"February 7, 1978",USA,,,,"Midland College, Colorado State University",6-3,195lb,Right,Shooting Guard and Point Guard
1241,Mindaugas Kuzminskas,"October 19, 1989",Lithuania,,,,,6-9,215lb,Right,Small Forward
1242,Miroslav Raduljica,"January 5, 1988",Serbia,,,,,7-0,250lb,Right,Center
1243,Mirsad Turkcan,"June 7, 1976",Serbia,18th overall,1st round,1998,,6-9,236lb,Right,Power Forward
1244,Mirza Teletovic,"September 18, 1985",Bosnia and Herzegovina,,,,,6-9,242lb,Right,Small Forward and Power Forward
1245,Mitch McGary,"June 6, 1992",USA,21st overall,1st round,2014,University of Michigan,6-10,255lb,Left,Power Forward
